70959,NA,,,Bryophyte,UNB,C.D. Tyrrell,141,11,8,2009,11 Aug 2009,"Silty-clay substrate (boggy site). Water depth 50-100 cm, slow flow",,Piney Local Government District,Manitoba,Canada,"Rat River. Near Provincial Road 210 bridge, 6 km N of the intersection with Provincial Trunk Highway 12. ""RRL03""",,,,,,,49,12,37.22,N,96,8,49.84,W,,4,,Collector,,,,338 m,2012-07-26,2015-07-08,"49°12'37.22"" N   96°08'49.84"" W",shortt,   Accession # NA,Collector's # 141,11/8/2009/,Piney Local Government District Co.,,,N,W,"Habitat:  Silty-clay substrate (boggy site). Water depth 50-100 cm, slow flow. ","Locality:  Rat River. Near Provincial Road 210 bridge, 6 km N of the intersection with Provincial Trunk Highway 12. ""RRL03"". ",Notes:  338 m.,Duplicate,49.2103,49.2103º N ,96.1472,96.1472º W,,,"Rat River. Near Provincial Road 210 bridge, 6 km N of the intersection with Provincial Trunk Highway 12. ""RRL03""",49.2103,96.1472,,,,,70959,,,,Bryophyte,56985,56985,,
70960,NA,,,Bryophyte,UNB,C.D. Tyrrell,141,11,8,2009,11 Aug 2009,"Silty-clay substrate (boggy site). Water depth 50-100 cm, slow flow",,Piney Local Government District,Manitoba,Canada,"Rat River. Near Provincial Road 210 bridge, 6 km N of the intersection with Provincial Trunk Highway 12. ""RRL03""",,,,,,,49,12,37.22,N,96,8,49.84,W,,4,,Collector,,,,338 m,2012-07-26,2015-07-08,"49°12'37.22"" N   96°08'49.84"" W",shortt,   Accession # NA,Collector's # 141,11/8/2009/,Piney Local Government District Co.,,,N,W,"Habitat:  Silty-clay substrate (boggy site). Water depth 50-100 cm, slow flow. ","Locality:  Rat River. Near Provincial Road 210 bridge, 6 km N of the intersection with Provincial Trunk Highway 12. ""RRL03"". ",Notes:  338 m.,Duplicate,49.2103,49.2103º N ,96.1472,96.1472º W,,,"Rat River. Near Provincial Road 210 bridge, 6 km N of the intersection with Provincial Trunk Highway 12. ""RRL03""",49.2103,96.1472,,,,,70960,,,,Bryophyte,56985,56985,,
70961,NA,,,Bryophyte,UNB,C.D. Tyrrell,141,11,8,2009,11 Aug 2009,"Silty-clay substrate (boggy site). Water depth 50-100 cm, slow flow",,Piney Local Government District,Manitoba,Canada,"Rat River. Near Provincial Road 210 bridge, 6 km N of the intersection with Provincial Trunk Highway 12. ""RRL03""",,,,,,,49,12,37.22,N,96,8,49.84,W,,4,,Collector,,,,338 m,2012-07-26,2015-07-08,"49°12'37.22"" N   96°08'49.84"" W",shortt,   Accession # NA,Collector's # 141,11/8/2009/,Piney Local Government District Co.,,,N,W,"Habitat:  Silty-clay substrate (boggy site). Water depth 50-100 cm, slow flow. ","Locality:  Rat River. Near Provincial Road 210 bridge, 6 km N of the intersection with Provincial Trunk Highway 12. ""RRL03"". ",Notes:  338 m.,Duplicate,49.2103,49.2103º N ,96.1472,96.1472º W,,,"Rat River. Near Provincial Road 210 bridge, 6 km N of the intersection with Provincial Trunk Highway 12. ""RRL03""",49.2103,96.1472,,,,,70961,,,,Bryophyte,56985,56985,,
70962,NA,,,Utricularia vulgare,UNB,C.D. Tyrrell,144,11,8,2009,11 Aug 2009,"Sandy substrate mixed with some loam. Water depth 50-100 cm, moderate flow",,Stuartburn Local Government District,Manitoba,Canada,"Rat River. Near Provincial Trunk Highway 12 bridge, 2 km SE of Lonesand. ""RRL04""",,,,,,,49,12,33.63,N,96,17,11.04,W,,4,,Collector,,,,318 m,2012-07-26,2015-07-08,"49°12'33.63"" N   96°17'11.04"" W",shortt,   Accession # NA,Collector's # 144,11/8/2009/,Stuartburn Local Government District Co.,,,N,W,"Habitat:  Sandy substrate mixed with some loam. Water depth 50-100 cm, moderate flow. ","Locality:  Rat River. Near Provincial Trunk Highway 12 bridge, 2 km SE of Lonesand. ""RRL04"". ",Notes:  318 m.,Duplicate,49.2093,49.2093º N ,96.2864,96.2864º W,,,"Rat River. Near Provincial Trunk Highway 12 bridge, 2 km SE of Lonesand. ""RRL04""",49.2093,96.2864,,,,,70962,,,,Utricularia vulgare,56985,56985,,
70963,NA,,,Utricularia vulgare,UNB,C.D. Tyrrell,144,11,8,2009,11 Aug 2009,"Sandy substrate mixed with some loam. Water depth 50-100 cm, moderate flow",,Stuartburn Local Government District,Manitoba,Canada,"Rat River. Near Provincial Trunk Highway 12 bridge, 2 km SE of Lonesand. ""RRL04""",,,,,,,49,12,33.63,N,96,17,11.04,W,,4,,Collector,,,,318 m,2012-07-26,2015-07-08,"49°12'33.63"" N   96°17'11.04"" W",shortt,   Accession # NA,Collector's # 144,11/8/2009/,Stuartburn Local Government District Co.,,,N,W,"Habitat:  Sandy substrate mixed with some loam. Water depth 50-100 cm, moderate flow. ","Locality:  Rat River. Near Provincial Trunk Highway 12 bridge, 2 km SE of Lonesand. ""RRL04"". ",Notes:  318 m.,Duplicate,49.2093,49.2093º N ,96.2864,96.2864º W,,,"Rat River. Near Provincial Trunk Highway 12 bridge, 2 km SE of Lonesand. ""RRL04""",49.2093,96.2864,,,,,70963,,,,Utricularia vulgare,56985,56985,,
70970,NA,,,?,UNB,C.D. Tyrrell,152,11,8,2009,11 Aug 2009,"Sandy substrate mixed with some loam. Water depth 50-100 cm, moderate flow",,Stuartburn Local Government District,Manitoba,Canada,"Rat River. Near Provincial Trunk Highway 12 bridge, 2 km SE of Lonesand. ""RRL04""",,,,,,,49,12,33.63,N,96,17,11.04,W,,4,,Collector,,,,318 m,2012-07-26,2015-07-08,"49°12'33.63"" N   96°17'11.04"" W",shortt,   Accession # NA,Collector's # 152,11/8/2009/,Stuartburn Local Government District Co.,,,N,W,"Habitat:  Sandy substrate mixed with some loam. Water depth 50-100 cm, moderate flow. ","Locality:  Rat River. Near Provincial Trunk Highway 12 bridge, 2 km SE of Lonesand. ""RRL04"". ",Notes:  318 m.,Duplicate,49.2093,49.2093º N ,96.2864,96.2864º W,,,"Rat River. Near Provincial Trunk Highway 12 bridge, 2 km SE of Lonesand. ""RRL04""",49.2093,96.2864,,,,,70970,,,,?,56985,56985,,
70971,NA,,,Ranunculus ?cymbalaria?,UNB,C.D. Tyrrell,153,11,8,2009,11 Aug 2009,"Sandy substrate mixed with some loam. Water depth 50-100 cm, moderate flow",,Stuartburn Local Government District,Manitoba,Canada,"Rat River. Near Provincial Trunk Highway 12 bridge, 2 km SE of Lonesand. ""RRL04""",,,,,,,49,12,33.63,N,96,17,11.04,W,,4,,Collector,,,,318 m,2012-07-26,2015-07-08,"49°12'33.63"" N   96°17'11.04"" W",shortt,   Accession # NA,Collector's # 153,11/8/2009/,Stuartburn Local Government District Co.,,,N,W,"Habitat:  Sandy substrate mixed with some loam. Water depth 50-100 cm, moderate flow. ","Locality:  Rat River. Near Provincial Trunk Highway 12 bridge, 2 km SE of Lonesand. ""RRL04"". ",Notes:  318 m.,Duplicate,49.2093,49.2093º N ,96.2864,96.2864º W,,,"Rat River. Near Provincial Trunk Highway 12 bridge, 2 km SE of Lonesand. ""RRL04""",49.2093,96.2864,,,,,70971,,,,Ranunculus ?cymbalaria?,56985,56985,,
70978,NA,,,Bryophyte1,UNB,C.D. Tyrrell,160,11,8,2009,11 Aug 2009,"Sandy-gravel substrate. Water depth ca 50 cm, moderate flow",,Stuartburn Local Government District,Manitoba,Canada,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",,,,,,,49,13,59.23,N,96,35,59.77,W,,4,,Collector,,,,296 m,2012-07-26,2015-07-08,"49°13'59.23"" N   96°35'59.77"" W",shortt,   Accession # NA,Collector's # 160,11/8/2009/,Stuartburn Local Government District Co.,,,N,W,"Habitat:  Sandy-gravel substrate. Water depth ca 50 cm, moderate flow. ","Locality:  Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05"". ",Notes:  296 m.,Duplicate,49.2331,49.2331º N ,96.5999,96.5999º W,,,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",49.2331,96.5999,,,,,70978,,,,Bryophyte1,56985,56985,,
70979,NA,,,Bryophyte2,UNB,C.D. Tyrrell,161,11,8,2009,11 Aug 2009,"Sandy-gravel substrate. Water depth ca 50 cm, moderate flow",,Stuartburn Local Government District,Manitoba,Canada,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",,,,,,,49,13,59.23,N,96,35,59.77,W,,4,,Collector,,,,296 m,2012-07-26,2015-07-08,"49°13'59.23"" N   96°35'59.77"" W",shortt,   Accession # NA,Collector's # 161,11/8/2009/,Stuartburn Local Government District Co.,,,N,W,"Habitat:  Sandy-gravel substrate. Water depth ca 50 cm, moderate flow. ","Locality:  Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05"". ",Notes:  296 m.,Duplicate,49.2331,49.2331º N ,96.5999,96.5999º W,,,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",49.2331,96.5999,,,,,70979,,,,Bryophyte2,56985,56985,,
70980,NA,,,Bryophyte2,UNB,C.D. Tyrrell,161,11,8,2009,11 Aug 2009,"Sandy-gravel substrate. Water depth ca 50 cm, moderate flow",,Stuartburn Local Government District,Manitoba,Canada,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",,,,,,,49,13,59.23,N,96,35,59.77,W,,4,,Collector,,,,296 m,2012-07-26,2015-07-08,"49°13'59.23"" N   96°35'59.77"" W",shortt,   Accession # NA,Collector's # 161,11/8/2009/,Stuartburn Local Government District Co.,,,N,W,"Habitat:  Sandy-gravel substrate. Water depth ca 50 cm, moderate flow. ","Locality:  Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05"". ",Notes:  296 m.,Duplicate,49.2331,49.2331º N ,96.5999,96.5999º W,,,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",49.2331,96.5999,,,,,70980,,,,Bryophyte2,56985,56985,,
70981,NA,,,Bryophyte2,UNB,C.D. Tyrrell,161,11,8,2009,11 Aug 2009,"Sandy-gravel substrate. Water depth ca 50 cm, moderate flow",,Stuartburn Local Government District,Manitoba,Canada,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",,,,,,,49,13,59.23,N,96,35,59.77,W,,4,,Collector,,,,296 m,2012-07-26,2015-07-08,"49°13'59.23"" N   96°35'59.77"" W",shortt,   Accession # NA,Collector's # 161,11/8/2009/,Stuartburn Local Government District Co.,,,N,W,"Habitat:  Sandy-gravel substrate. Water depth ca 50 cm, moderate flow. ","Locality:  Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05"". ",Notes:  296 m.,Duplicate,49.2331,49.2331º N ,96.5999,96.5999º W,,,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",49.2331,96.5999,,,,,70981,,,,Bryophyte2,56985,56985,,
70982,NA,,,hippuris ?,UNB,C.D. Tyrrell,164,11,8,2009,11 Aug 2009,"Sandy-gravel substrate. Water depth ca 50 cm, moderate flow",,Stuartburn Local Government District,Manitoba,Canada,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",,,,,,,49,13,59.23,N,96,35,59.77,W,,4,,Collector,,,,296 m,2012-07-26,2015-07-08,"49°13'59.23"" N   96°35'59.77"" W",shortt,   Accession # NA,Collector's # 164,11/8/2009/,Stuartburn Local Government District Co.,,,N,W,"Habitat:  Sandy-gravel substrate. Water depth ca 50 cm, moderate flow. ","Locality:  Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05"". ",Notes:  296 m.,Duplicate,49.2331,49.2331º N ,96.5999,96.5999º W,,,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",49.2331,96.5999,,,,,70982,,,,hippuris ?,56985,56985,,
70983,NA,,,?sag?,UNB,C.D. Tyrrell,165,11,8,2009,11 Aug 2009,"Sandy-gravel substrate. Water depth ca 50 cm, moderate flow",,Stuartburn Local Government District,Manitoba,Canada,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",,,,,,,49,13,59.23,N,96,35,59.77,W,,4,,Collector,,,,296 m,2012-07-26,2015-07-08,"49°13'59.23"" N   96°35'59.77"" W",shortt,   Accession # NA,Collector's # 165,11/8/2009/,Stuartburn Local Government District Co.,,,N,W,"Habitat:  Sandy-gravel substrate. Water depth ca 50 cm, moderate flow. ","Locality:  Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05"". ",Notes:  296 m.,Duplicate,49.2331,49.2331º N ,96.5999,96.5999º W,,,"Rat River. Near large culvert under local road, 6.5 km due E of Provincial Road 302, 11.4 km NNW of Vita. ""RRL05""",49.2331,96.5999,,,,,70983,,,,?sag?,56985,56985,,
70990,NA,,,?,UNB,C.D. Tyrrell,172,11,8,2009,11 Aug 2009,"Sandy-gravel substrate. Water depth ca 75 cm, slow flow.",,De Salaberry Rural Municipality,Manitoba,Canada,"Rat River. Near Provincial Road 216 bridge, 1.2 km N of the intersection with Provincial Trunk Highway 59. ""RRL06""",,,,,,,49,16,22.49,N,96,50,56.26,W,,4,,Collector,,,,272 m,2012-07-26,2015-07-08,"49°16'22.49"" N   96°50'56.26"" W",shortt,   Accession # NA,Collector's # 172,11/8/2009/,De Salaberry Rural Municipality Co.,,,N,W,"Habitat:  Sandy-gravel substrate. Water depth ca 75 cm, slow flow.. ","Locality:  Rat River. Near Provincial Road 216 bridge, 1.2 km N of the intersection with Provincial Trunk Highway 59. ""RRL06"". ",Notes:  272 m.,Duplicate,49.2729,49.2729º N ,96.849,96.849º W,,,"Rat River. Near Provincial Road 216 bridge, 1.2 km N of the intersection with Provincial Trunk Highway 59. ""RRL06""",49.2729,96.849,,,,,70990,,,,?,56985,56985,,
70994,NA,,,Eleocharis sp.,UNB,C.D. Tyrrell,176,,8,2009,Aug 2009,,,,Manitoba,Canada,"Red River Valley, Southern Manitoba",,,,,,,,,,,,,,,,4,,Collector,,,,,2012-07-26,2015-07-08,,shortt,   Accession # NA,Collector's # 176,00/8/2009/,,,,,,,"Locality:  Red River Valley, Southern Manitoba. ",,Duplicate,,,,,,,"Red River Valley, Southern Manitoba",,,,,,,70994,,,,Eleocharis sp.,56985,56985,,
70995,NA,,,?,UNB,"C.D. Tyrrell, J.M. Orlofske",177,11,9,2009,11 Sep 2009,,,York County,New Brunswick,Canada,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,,,,,,,,,,4,,Collector,,,,109 m,2012-07-26,2015-07-08,45.929299 N  66.656194 W,shortt,   Accession # NA,Collector's # 177,11/9/2009/,York County Co.,,,,,,"Locality:  Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.. ",Notes:  109 m.,Duplicate,,,,,,,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,70995,,45.929299,-66.656194,?,56985,56985,45.9293º N ,-66.6562º W
70996,NA,,,?,UNB,"C.D. Tyrrell, J.M. Orlofske",177,11,9,2009,11 Sep 2009,,,York County,New Brunswick,Canada,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,,,,,,,,,,4,,Collector,,,,109 m,2012-07-26,2015-07-08,45.929299 N  66.656194 W,shortt,   Accession # NA,Collector's # 177,11/9/2009/,York County Co.,,,,,,"Locality:  Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.. ",Notes:  109 m.,Duplicate,,,,,,,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,70996,,45.929299,-66.656194,?,56985,56985,45.9293º N ,-66.6562º W
71000,NA,,,Potamogeton,UNB,"C.D. Tyrrell, J.M. Orlofske",182,11,9,2009,11 Sep 2009,,,York County,New Brunswick,Canada,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,,,,,,,,,,4,,Collector,,,,109 m,2012-07-26,2015-07-08,45.929299 N  66.656194 W,shortt,   Accession # NA,Collector's # 182,11/9/2009/,York County Co.,,,,,,"Locality:  Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.. ",Notes:  109 m.,Duplicate,,,,,,,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,71000,,45.929299,-66.656194,Potamogeton,56985,56985,45.9293º N ,-66.6562º W
71001,NA,,,Potamogeton,UNB,"C.D. Tyrrell, J.M. Orlofske",182,11,9,2009,11 Sep 2009,,,York County,New Brunswick,Canada,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,,,,,,,,,,4,,Collector,,,,109 m,2012-07-26,2015-07-08,45.929299 N  66.656194 W,shortt,   Accession # NA,Collector's # 182,11/9/2009/,York County Co.,,,,,,"Locality:  Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.. ",Notes:  109 m.,Duplicate,,,,,,,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,71001,,45.929299,-66.656194,Potamogeton,56985,56985,45.9293º N ,-66.6562º W
71002,NA,,,Potamogeton,UNB,"C.D. Tyrrell, J.M. Orlofske",182,11,9,2009,11 Sep 2009,,,York County,New Brunswick,Canada,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,,,,,,,,,,4,,Collector,,,,109 m,2012-07-26,2015-07-08,45.929299 N  66.656194 W,shortt,   Accession # NA,Collector's # 182,11/9/2009/,York County Co.,,,,,,"Locality:  Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.. ",Notes:  109 m.,Duplicate,,,,,,,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,71002,,45.929299,-66.656194,Potamogeton,56985,56985,45.9293º N ,-66.6562º W
71005,NA,,,Callitriche,UNB,"C.D. Tyrrell, J.M. Orlofske",187,11,9,2009,11 Sep 2009,,,York County,New Brunswick,Canada,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,,,,,,,,,,4,,Collector,,,,109 m,2012-07-26,2015-07-08,45.929299 N  66.656194 W,shortt,   Accession # NA,Collector's # 187,11/9/2009/,York County Co.,,,,,,"Locality:  Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.. ",Notes:  109 m.,Duplicate,,,,,,,"Roadside ditch at the intersection of Knowledge Park Dr and Strickland Rd. UNB Woodlot, Fredericton.",,,,,,,71005,,45.929299,-66.656194,Callitriche,56985,56985,45.9293º N ,-66.6562º W
71006,NA,,,Sparganium,UNB,"C.D. Tyrrell, P.A. Chambers",188,,6,2010,Jun 2010,,,Portage la Prairie Rural Municipality,Manitoba,Canada,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,,,,,,,,,,4,,Collector,,,,246 m,2012-07-26,2015-07-08,49.912471 N  98.00642 W,shortt,   Accession # NA,Collector's # 188,00/6/2010/,Portage la Prairie Rural Municipality Co.,,,,,,"Locality:  Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”. ",Notes:  246 m.,Duplicate,,,,,,,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,71006,,49.912471,-98.00642,Sparganium,56985,56985,49.9125º N ,-98.0064º W
71007,NA,,,Glyceria??,UNB,"C.D. Tyrrell, P.A. Chambers",189,,6,2010,Jun 2010,,,Portage la Prairie Rural Municipality,Manitoba,Canada,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,,,,,,,,,,4,,Collector,,,,246 m,2012-07-26,2015-07-08,49.912471 N  98.00642 W,shortt,   Accession # NA,Collector's # 189,00/6/2010/,Portage la Prairie Rural Municipality Co.,,,,,,"Locality:  Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”. ",Notes:  246 m.,Duplicate,,,,,,,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,71007,,49.912471,-98.00642,Glyceria??,56985,56985,49.9125º N ,-98.0064º W
71008,NA,,,Sparganium,UNB,"C.D. Tyrrell, P.A. Chambers",190,,6,2010,Jun 2010,,,Portage la Prairie Rural Municipality,Manitoba,Canada,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,,,,,,,,,,4,,Collector,,,,246 m,2012-07-26,2015-07-08,49.912471 N  98.00642 W,shortt,   Accession # NA,Collector's # 190,00/6/2010/,Portage la Prairie Rural Municipality Co.,,,,,,"Locality:  Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”. ",Notes:  246 m.,Duplicate,,,,,,,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,71008,,49.912471,-98.00642,Sparganium,56985,56985,49.9125º N ,-98.0064º W
71009,NA,,,Sparganium,UNB,"C.D. Tyrrell, P.A. Chambers",190,,6,2010,Jun 2010,,,Portage la Prairie Rural Municipality,Manitoba,Canada,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,,,,,,,,,,4,,Collector,,,,246 m,2012-07-26,2015-07-08,49.912471 N  98.00642 W,shortt,   Accession # NA,Collector's # 190,00/6/2010/,Portage la Prairie Rural Municipality Co.,,,,,,"Locality:  Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”. ",Notes:  246 m.,Duplicate,,,,,,,"Elm River. 250 m E of Provincial Trunk Highway 13 bridge, 2 km S of Oakville. “JC10”",,,,,,,71009,,49.912471,-98.00642,Sparganium,56985,56985,49.9125º N ,-98.0064º W
71017,NA,,,Juncus sp.,UNB,"C.D. Tyrrell, J. Corriveau",199,,6,2010,Jun 2010,,,Rhineland-Stanley Rural Municipalities,Manitoba,Canada,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,,,,,,,,,,4,,Collector,,,,262 m,2012-07-26,2015-07-08,49.17030 N  97.86347 W,shortt,   Accession # NA,Collector's # 199,00/6/2010/,Rhineland-Stanley Rural Municipalities Co.,,,,,,"Locality:  Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” . ",Notes:  262 m.,Duplicate,,,,,,,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,71017,,49.1703,97.86347,Juncus sp.,56985,56985,49.1703º N ,97.8635º W
71018,NA,,,grass,UNB,"C.D. Tyrrell, J. Corriveau",200,,6,2010,Jun 2010,,,Rhineland-Stanley Rural Municipalities,Manitoba,Canada,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,,,,,,,,,,4,,Collector,,,,262 m,2012-07-26,2015-07-08,49.17030 N  97.86347 W,shortt,   Accession # NA,Collector's # 200,00/6/2010/,Rhineland-Stanley Rural Municipalities Co.,,,,,,"Locality:  Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” . ",Notes:  262 m.,Duplicate,,,,,,,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,71018,,49.1703,97.86347,grass,56985,56985,49.1703º N ,97.8635º W
71019,NA,,,grass,UNB,"C.D. Tyrrell, J. Corriveau",201,,6,2010,Jun 2010,,,Rhineland-Stanley Rural Municipalities,Manitoba,Canada,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,,,,,,,,,,4,,Collector,,,,262 m,2012-07-26,2015-07-08,49.17030 N  97.86347 W,shortt,   Accession # NA,Collector's # 201,00/6/2010/,Rhineland-Stanley Rural Municipalities Co.,,,,,,"Locality:  Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” . ",Notes:  262 m.,Duplicate,,,,,,,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,71019,,49.1703,97.86347,grass,56985,56985,49.1703º N ,97.8635º W
71020,NA,,,grass,UNB,"C.D. Tyrrell, J. Corriveau",202,,6,2010,Jun 2010,,,Rhineland-Stanley Rural Municipalities,Manitoba,Canada,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,,,,,,,,,,4,,Collector,,,,262 m,2012-07-26,2015-07-08,49.17030 N  97.86347 W,shortt,   Accession # NA,Collector's # 202,00/6/2010/,Rhineland-Stanley Rural Municipalities Co.,,,,,,"Locality:  Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” . ",Notes:  262 m.,Duplicate,,,,,,,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,71020,,49.1703,97.86347,grass,56985,56985,49.1703º N ,97.8635º W
71021,NA,,,grass,UNB,"C.D. Tyrrell, J. Corriveau",203,,6,2010,Jun 2010,,,Rhineland-Stanley Rural Municipalities,Manitoba,Canada,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,,,,,,,,,,4,,Collector,,,,262 m,2012-07-26,2015-07-08,49.17030 N  97.86347 W,shortt,   Accession # NA,Collector's # 203,00/6/2010/,Rhineland-Stanley Rural Municipalities Co.,,,,,,"Locality:  Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” . ",Notes:  262 m.,Duplicate,,,,,,,"Hespeler Drain. In cattle paddock 15 m E of local road 18 W bridge, 2.6 km S of Provincial Trunk Highway 14. “JC08” ",,,,,,,71021,,49.1703,97.86347,grass,56985,56985,49.1703º N ,97.8635º W
